probe	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00093890	17446	18718	18247	13270	12249	14628	16063	14442	16358	15865	13799	18653	14794	13307	13431	14291	14678	14049	15646	10666	10886	18601	19057	17750	17241	20279	11503	14601	17974	17014	18553	13820	19853	20330	11887	19963	12089	17908	17501	8502	9035	14201	15098	16331	13007	14081	17594	19855	17952	19007	17410	13466	17399	13297	19932	18398	20980	16939	18396	11543	10862	11707	10252	11513	12577
cg00093900	5571	6528	6670	4762	6073	5976	6093	4019	5225	4187	4865	3592	3611	2979	3129	3954	3862	4002	3845	2957	3179	4970	4732	5327	5299	5825	3438	4388	5750	3952	4920	6074	6443	6798	3569	7272	4011	5377	4315	4329	4160	3959	4525	4845	3933	3951	6004	5840	6411	7082	4822	6488	5664	6158	5900	4888	5447	5606	4565	5093	5119	5230	5289	4891	4252
cg00093956	608	725	713	511	787	495	432	973	635	466	438	636	383	425	541	477	696	480	865	338	369	657	960	494	344	1035	385	519	893	1174	457	718	704	798	518	1146	507	884	899	857	394	709	956	664	406	584	843	903	823	793	357	847	825	442	1600	479	966	572	766	321	489	435	400	589	265
cg00093971	7053	3730	6804	10152	7496	10956	10745	5557	6389	14232	12162	3978	6132	10352	6509	11549	6499	4602	7222	7050	7157	5848	4891	5657	12474	5015	5267	11748	5328	6695	5233	7138	6905	6708	6812	9198	4660	7648	9583	6161	4120	6536	5961	7648	8756	8098	11510	17673	12017	18723	11581	8157	7088	10207	6402	3944	6153	5386	7104	12796	4516	4654	3882	7855	9456
cg00094006	1044	911	838	729	813	909	1175	681	534	991	761	820	494	450	647	650	792	655	568	487	790	1280	1055	1034	3443	766	706	632	1053	544	834	947	1180	1056	454	1049	599	588	1224	363	791	803	1426	862	639	746	1486	2278	2531	2506	1671	599	770	1585	950	760	785	1141	900	712	361	526	409	492	463
cg00094036	21021	22662	23292	19321	20351	20527	21374	12347	21000	16311	17929	22837	17526	16605	16286	17677	17111	17422	18696	13327	13832	24367	23413	24155	22930	24193	13954	15510	25876	20668	24630	21387	23022	24230	14382	25271	15075	25206	20108	5266	8042	15492	16392	19283	17714	17190	20628	21287	20005	23286	18831	22079	23197	16489	21820	20743	26304	19850	22343	15897	15547	16638	16748	13219	16938
cg00094044	1292	1525	1188	1712	1688	1266	2583	1361	1194	5404	2025	788	3140	2312	3137	2740	2477	2336	4536	2174	1943	881	1214	1747	1290	740	2515	2080	971	6560	930	1503	1671	758	2600	1598	2459	1251	3017	1687	1592	2346	2716	4633	1626	1921	2454	2190	2368	3133	2106	939	2057	2283	1722	956	2247	1068	1848	1435	865	759	790	432	1009
cg00094063	19488	18417	17154	16688	15994	16579	16461	18343	19563	27403	25254	22238	27143	23793	24373	26832	27277	27626	21554	22068	23380	22022	20007	21018	21763	21103	22798	25836	19467	27395	18647	21534	23966	23917	25006	23991	24621	19530	29789	21263	19261	26112	25734	30078	24561	26275	17477	24002	20697	21185	19636	19701	10317	19068	16412	22931	17729	11745	10947	17891	17069	17221	15427	18141	17721
cg00094095	3590	4419	2464	2412	4677	1311	2631	1858	1336	1076	5467	2458	580	1794	534	963	1771	1971	1336	908	1043	1829	899	2339	2912	1001	2764	3175	973	1406	1155	4256	3948	1217	1420	6363	644	1439	1845	820	1880	970	1495	1848	1768	1776	1478	4034	4203	2078	3314	1399	884	1441	2196	1457	956	2050	1953	1240	959	928	798	1919	821
cg00094155	21239	18256	18624	17477	15423	18128	18341	10248	17010	8067	9148	18421	7456	7311	8065	8050	8846	9075	8450	7562	7007	18134	17829	19610	17320	16143	8644	11243	19477	10250	13210	18678	17354	20121	8173	18148	8513	20717	10788	11443	7814	9287	10584	13044	9285	9804	17248	16538	19132	18728	15885	23093	20169	19887	16101	17208	21376	16505	20708	15365	16235	16394	17502	14338	17799
cg00094158	928	599	466	417	639	484	533	1071	471	328	434	384	365	503	677	342	521	495	391	301	237	618	578	613	335	656	584	582	513	535	691	685	715	475	416	721	422	580	837	401	716	822	373	753	508	388	670	889	969	639	839	937	444	581	377	478	774	491	638	334	530	205	376	200	272
cg00094244	1443	1171	1008	944	1541	682	1018	2502	1211	732	730	792	561	594	707	770	728	516	561	635	739	918	1032	772	1157	834	930	1128	930	817	639	1079	994	1188	590	1512	636	1121	1363	854	1439	878	1309	848	942	903	1318	2008	1056	1257	975	1076	951	779	932	972	1076	1241	949	487	639	603	509	476	476
cg00094256	17834	21327	19056	12848	15815	16754	17919	10917	15484	14379	14083	17600	16356	14099	13846	15054	15384	13928	15557	12555	11383	17199	17198	16556	15262	19189	12625	13574	15303	15871	18245	19011	19826	21021	12246	23446	14333	17985	18846	7231	8187	15177	15753	18178	14154	14839	15111	16788	17767	18623	15063	15421	19295	13779	16332	15376	19760	13179	16990	14658	12074	11619	9409	12654	11783
cg00094269	15159	14492	15898	11264	14992	9001	10267	9686	5806	6185	7014	6807	5006	4811	4285	3920	4373	4335	4221	3668	3198	9759	12762	10631	17112	11509	6285	5830	11477	6386	6895	11578	13424	16272	4240	15045	3640	7421	5631	2613	2811	6758	5948	6474	1994	5381	17834	12839	18687	16835	14584	14639	15400	19340	14299	13041	14839	12793	26791	13181	10032	10323	10487	9092	11102
cg00094303	3919	4588	4408	4949	2617	4012	4380	9209	5076	7894	3973	3080	5089	4336	6381	6685	7079	5959	4024	4896	5029	6750	5352	5904	7255	4784	3884	7754	4391	3412	2289	5829	6791	6632	4544	8529	5164	4426	11035	1621	3315	6355	4301	7331	3875	5827	5884	11712	5022	6639	7051	3994	2911	2540	4898	4115	2918	2310	2297	5237	2374	2283	2670	3134	2279
cg00094319	5770	3489	4552	2422	4558	4926	9295	9397	2207	1546	1911	2368	1744	1255	2217	1347	2950	3151	2134	1421	959	2943	6771	2094	4696	2253	1641	5503	4020	2007	1790	4897	6743	5756	1445	2249	1205	1980	3705	1921	2203	2917	1670	3744	1981	1920	6188	12177	3860	5429	2412	8701	6753	1739	5445	2781	5592	3977	5862	4701	2169	2021	1765	2222	1061
cg00094333	2897	881	1369	1231	1525	1214	3667	1464	1107	2253	880	2187	876	860	1519	1333	1239	630	689	800	1161	1852	1352	1660	6733	1975	857	1581	1551	620	1692	2084	5692	2392	743	3124	1039	2106	1008	539	1062	1266	1879	1140	966	1084	5708	9126	7289	7636	5838	3340	1018	2028	1509	1804	1040	2752	1886	2547	904	935	934	967	355
cg00094359	12464	13567	11670	8274	7686	7508	8278	4733	7232	18035	18904	11219	18608	16028	15539	16371	16889	17237	19340	13848	14745	11370	9468	11152	9538	10467	14490	13561	10240	19259	12411	12664	11329	14959	15281	11776	15424	12236	18112	4797	7783	18541	19051	19936	17653	18875	12554	11454	11840	11883	11179	13855	11584	12974	10479	12877	13164	12729	14333	10225	11541	11421	10768	6283	10134
cg00094412	11871	7939	14934	5568	10340	7179	11001	3243	3079	14751	4650	13341	4856	6179	6664	8240	4084	3241	9551	2973	7025	7063	7352	14503	15785	4860	4586	9961	7042	12109	6343	9376	17386	7635	2899	14033	3738	9566	5894	1371	1853	5754	6241	4627	6001	5373	14613	11620	13961	13824	12616	8267	10597	9644	13215	5408	15628	10665	23541	4730	3708	2099	3520	4646	5192
cg00094487	4374	2727	3073	2589	2694	2483	4364	4833	2239	1467	1683	2361	1278	1344	1504	1659	1707	1387	1146	1258	1398	4036	2988	2844	4876	2683	1686	8153	2383	1619	3120	2559	3256	3173	1413	5855	1478	2710	2307	1287	2158	1920	3131	2146	1181	1522	2908	5511	5216	4146	3383	3082	3346	6367	2536	1565	3301	2213	2746	1965	1263	954	1216	1478	931
cg00094518	28993	29641	30757	27803	28019	30056	28027	25935	30259	19982	21753	30083	22380	19388	19238	19480	21183	22529	23258	17648	16730	28387	31621	28900	28438	31048	18208	20122	31333	25843	30646	30243	30150	31576	20309	28793	19196	34384	24246	20596	15821	20415	21501	24426	19989	20747	29985	33137	30737	31743	25634	30993	30847	31714	25859	30053	30405	24391	31060	24660	25180	25084	29409	27187	25538
cg00094585	1733	1135	1403	1378	1084	1066	1031	3126	871	1310	1585	1068	1283	1747	1585	1784	1724	1777	1421	1124	1122	1839	1988	1728	1572	983	1151	1373	1511	1200	1410	1793	1730	2617	1329	2599	1161	1641	1604	963	1121	1814	2128	2145	1440	1647	1210	2971	1400	1799	1752	1015	1491	734	1629	1043	1794	1774	1964	651	646	559	609	640	589
cg00094595	2659	4899	3704	3298	3289	2279	2710	10308	3014	3664	4417	4152	4480	5135	4175	5361	5607	4649	4431	3207	3629	5153	5174	4338	3855	6034	3136	6857	4167	4300	4235	3414	4786	5936	3189	6376	3869	6812	9624	3479	4105	4380	5165	5752	4900	5045	4266	8781	3955	5199	4206	2961	4639	1078	7004	4322	5113	3956	4319	966	1014	731	1083	1405	1107
cg00094734	3039	2263	2808	1689	1929	1947	4866	4671	1576	1940	1182	1804	772	1940	1214	1445	1101	1018	2387	1133	918	1840	2045	2003	3143	2231	942	3261	2515	2377	2049	1946	2624	2642	1018	2672	789	1904	1819	1594	2766	1734	1680	1445	1074	1776	4303	6319	4526	5814	5342	1783	4901	2445	4097	1516	5516	4277	8857	1136	1280	589	1876	1108	1112
cg00094735	20669	22956	22775	20474	19455	21124	20209	14766	18858	14943	13334	22746	13069	12775	13039	13873	14602	14608	9301	11527	11352	23513	22086	19725	25025	21670	12020	14448	20934	13963	22473	26362	20701	24876	11711	26087	13315	23566	15325	7390	8030	14800	14455	17538	14867	13602	21429	25365	23738	25673	21945	25089	14496	25918	17681	23303	10371	13166	9527	20719	18261	18533	17691	18148	20660
cg00094739	15342	11511	15573	11949	10856	12538	11483	7555	13150	10013	10821	15205	12086	9864	10296	11293	11848	11525	10826	9802	8937	15993	14790	13868	12664	16685	9193	10204	14633	12610	17320	14444	15443	14135	9549	12654	9988	16634	12502	7866	5904	12309	12633	12735	13192	12083	15458	12655	15757	12481	12009	16488	13669	16455	12925	15440	16755	12574	16781	10993	15230	14511	15332	13747	15694
cg00094744	14978	14350	10904	9891	9837	9859	11589	4118	11249	12847	7172	9106	7739	8773	6974	9395	3469	4858	3968	6821	5885	6516	11787	6217	14564	11638	6274	7553	3391	4816	5656	13171	14461	4882	3363	7600	7958	9397	3930	3912	1312	3660	10246	7647	3319	4864	13443	18283	13898	15669	12325	12533	4964	13010	5914	7376	6385	8836	6266	11441	7397	1684	2607	8798	4440
cg00094751	826	822	496	568	691	755	357	453	699	576	616	386	554	419	646	818	786	632	650	447	615	776	753	852	1201	849	613	723	776	882	888	897	1024	989	693	1019	687	858	523	497	601	757	828	939	720	378	1319	998	913	992	438	1143	524	839	866	402	912	552	752	300	697	540	439	743	401
cg00094817	997	1077	906	893	821	804	892	3355	656	467	702	759	635	973	569	1017	1013	732	783	610	589	744	774	768	737	923	516	943	1033	645	941	892	1164	896	698	1121	795	1161	1639	1282	1627	904	1002	982	781	973	759	2053	656	1179	1008	1017	1149	727	684	689	1137	1023	822	326	582	552	337	733	372
cg00094851	39277	35371	33529	30606	33226	32451	28813	29880	32204	24781	25571	33744	27749	21553	20635	22307	24838	25127	26107	20123	20912	35446	35132	34275	35882	35232	22213	26631	35087	29323	34317	35902	36030	42767	21922	41062	22654	37585	30346	18032	17526	26602	27380	30211	23587	23437	37154	35375	34805	37377	30390	36679	32973	36359	32772	34350	38267	31741	38297	29533	30944	31414	32278	30825	31057
cg00094858	15085	11552	12798	10247	10632	12765	9073	2813	10310	7075	7910	12228	6852	7937	8165	9198	7671	7805	8023	6713	6983	12820	11601	10453	11984	12495	7137	7043	11156	7365	11871	12898	11864	13754	7198	11214	7132	12884	8837	3127	2365	10199	10658	10594	9132	8940	11718	10851	11749	11144	10084	13275	10951	12150	10439	10644	13422	9461	15430	10298	11045	10588	10680	9382	11145
cg00094898	22170	12918	19015	13016	12542	11594	13308	13966	17912	13364	13119	15336	14588	9429	13465	16144	15660	14688	15330	12120	11824	20489	21037	20322	21312	17122	10013	11607	22392	17552	13736	20597	20259	21454	12536	21429	12887	16853	15563	2465	4846	15783	12059	16905	11803	15802	21456	20324	17236	20905	18218	20249	17913	16446	19754	19292	20045	19898	22864	16142	18051	19938	18230	17168	17887
cg00094901	28260	19894	27263	22118	23416	21801	21386	16613	22344	21719	21218	24689	22365	18748	20644	23044	21901	20872	22549	17130	18860	23871	23369	21189	25211	24742	18927	22244	21439	24648	27197	25968	30983	30050	18467	26868	17867	28943	24457	19623	13606	22008	23955	24534	22223	21358	23756	23683	24726	24571	20926	23777	21682	20764	24079	22665	25166	21127	25688	19120	19613	20282	17754	18489	21337
cg00094913	1761	1260	1939	1490	1203	901	1347	1805	1038	2670	1576	1280	1155	2050	1974	2741	1883	2130	3091	1500	1928	1719	1312	733	1792	1671	2015	5283	1314	3613	2477	1649	2408	1478	1861	3065	1575	2092	5990	3631	3303	2278	5111	2456	2599	2609	3191	7682	2681	4284	7228	1393	4417	1623	2050	1191	1654	5554	1954	2460	1100	661	1072	678	572
cg00094943	3696	2768	3719	2109	2026	3323	2896	4336	2370	1984	2313	1811	1954	2018	2549	2325	2344	2376	2648	1906	2191	3381	3287	2818	2539	2833	2064	2557	2851	4097	3232	3566	3944	3884	1920	5503	2251	2858	3614	2197	3405	2710	3418	3102	1714	2505	3782	4361	3747	4182	3631	2691	3124	4054	4410	2261	5703	3163	5479	1711	1982	1953	4410	2634	1466
cg00095018	9191	3317	6985	5201	4624	4728	8539	2856	2611	11182	2923	4699	3241	3085	5378	5580	3792	3529	3818	3100	4938	6339	5386	4806	8157	5016	3729	5068	5630	6665	6194	8254	10158	6760	3073	7531	3535	7241	4305	1527	2030	5077	8198	4396	5862	4412	17818	5900	8375	8798	13452	5856	8067	5588	6607	4943	5199	13145	10178	4160	5888	4112	2688	3811	5917
cg00095027	12334	16378	15940	13465	14228	15980	13326	7008	13872	9108	9823	10540	9927	7697	8147	8953	8964	8977	9998	7509	7366	11151	12562	13280	13232	14839	8511	9315	13725	11785	11462	15074	13613	14006	8405	14804	9507	13660	9873	7553	4205	8210	9237	10798	8484	8934	12559	13211	16286	15500	10936	15969	13077	13503	11903	10655	11373	12317	9949	11740	10598	10916	11506	9970	10031
cg00095099	1948	1389	1907	1519	2029	1329	2586	2186	1268	3944	607	1663	660	915	921	1584	1032	674	753	670	805	1881	1785	1911	4306	1710	767	946	1752	695	876	1301	1715	1819	699	2101	829	1549	865	506	616	1162	1396	1351	704	851	3250	4859	4500	5004	4435	1223	1132	1089	1637	1021	889	2169	1256	1061	828	843	687	633	658
cg00095105	4880	5222	6630	4025	4980	4450	8924	5182	3289	8477	4669	2006	3581	3797	4773	4583	3834	4201	2877	3384	2745	3469	2871	3738	7620	3821	3801	6818	2473	2612	4523	4327	3710	5703	3881	5860	3269	5373	6583	4299	6131	4670	5915	5914	4763	4407	6756	8171	8944	8758	8263	3085	3949	10242	4354	3647	4170	4682	4223	7728	3140	2312	2349	2386	3327
cg00095165	22296	25294	23569	22994	23553	24259	21262	17493	23394	17702	17049	24940	19277	15229	16127	15475	17007	17137	16981	13838	13879	23257	22171	19106	24929	25185	14227	16356	22981	20035	24464	23671	26143	22482	14161	24309	14393	24714	21012	13766	13198	15526	12517	19365	16615	13183	22409	26517	23498	23117	20765	24889	22729	26555	20170	22142	21665	17655	21314	17375	13736	19061	20522	15797	20132
cg00095214	9207	4648	5558	7690	6098	5059	5361	3577	3026	6826	4993	4788	4562	3805	4368	6722	5440	5651	2638	4197	4275	6490	4504	8672	11409	2533	3506	9123	4022	3830	6545	9849	7962	5726	4679	12781	4587	3610	6376	1692	3531	4702	7748	5343	6223	4574	8826	8857	10460	9623	7229	9617	2932	5220	3761	3648	3297	3850	2677	5144	5828	2948	2016	3823	3394
cg00095259	1214	975	1367	1113	955	855	2347	2888	1246	1848	1323	1753	3369	747	2277	1184	2186	2796	2199	2041	1782	2974	2062	1743	1886	7700	1224	1994	2609	2283	4272	1283	5108	2424	2713	4318	1702	3229	2824	906	1198	1681	1687	1708	2514	4031	5712	9431	5452	6812	6190	1234	2391	1995	3195	3503	3677	4080	3121	404	794	935	378	575	531
cg00095276	1011	958	1217	731	737	1202	1891	872	469	8754	3695	881	3670	2556	3398	3266	3146	3485	3651	2084	2380	679	519	1067	1058	1103	2763	4513	593	3998	944	1430	976	1259	2693	1365	3040	1520	4086	4019	4062	2958	3540	3503	2820	3693	973	1893	1960	1241	1092	1275	627	833	886	711	828	869	983	5140	679	903	1009	713	527
cg00095326	3121	2783	2632	2286	2658	1475	2837	4012	1542	3555	3190	1756	2045	1803	1928	2203	2359	2074	6431	1416	1763	2690	4276	2742	2786	2299	2304	3247	3483	4657	2669	2548	4706	2917	1597	4687	1544	3340	5830	1755	2577	2442	2464	3058	2264	3856	2535	4651	4525	3449	2533	3274	6361	2515	6656	2710	6825	10072	15198	1463	1975	1170	1278	2032	910
cg00095333	7151	3432	11245	4077	4450	3822	11237	12076	5181	2982	2078	7890	2898	2655	5909	9079	5251	5668	1708	3943	6033	9150	4706	4413	10302	4115	5118	10750	4833	4971	2388	5729	11327	9848	4011	9700	5128	5808	8644	2252	2742	5496	7544	4308	2234	5378	9954	17116	12777	11983	11038	3766	3186	8333	6415	5284	2826	4164	3723	3265	3037	2039	2022	2217	4588
cg00095396	8379	4078	5303	9299	6107	6926	5536	7770	4682	11210	2898	3952	2968	1929	3249	3861	3504	3256	4016	3439	3017	5832	6650	5683	11015	4566	2710	8679	5874	4542	4664	6864	5813	7441	4703	7818	2940	4634	7158	3623	5310	4785	3434	4607	3209	3803	5074	7367	5820	7676	6284	6527	6221	5755	6080	5513	6688	5795	8375	6600	6106	5592	4667	5380	6020
cg00095431	8313	8057	13661	5615	9330	8052	10449	9593	2020	8524	5537	9908	3235	8013	6992	3166	2580	2593	4492	3656	1586	7935	6562	8138	9331	2951	3851	5454	6944	5567	2498	8989	7863	11077	5176	8450	1362	3086	3429	2333	3132	6482	5673	6332	2684	1844	10656	19868	16044	15003	7823	4061	4623	10206	6980	9288	6059	4884	10569	11670	2695	7003	3824	6040	7443
cg00095463	23375	25288	24150	23773	20430	22749	22409	13439	22432	18474	18754	21990	19895	16490	16511	16858	19187	17654	21116	14122	14931	24406	23176	22697	20916	23694	16038	16916	21761	21719	25054	23446	25982	27179	16440	26313	16716	26912	20773	7735	7246	19760	20161	22608	18772	19241	23886	21755	24230	24752	21658	24604	23846	21556	21650	23129	25715	18742	24423	18394	17105	17980	21273	17837	18567
cg00095493	26463	26104	28188	24471	25700	27401	24361	18604	26089	18152	18463	28225	19011	16557	16072	17843	18348	19536	19856	14429	14799	28254	27298	25114	28905	28531	16307	18102	27258	18740	26374	29495	27010	28348	16367	27458	16838	28521	22409	13740	13086	19375	18385	21979	18147	17527	27224	25725	27043	26020	22367	26884	26241	28537	22260	23140	30746	21384	27187	21122	20843	22657	25044	21468	20686
cg00095523	22686	19029	8565	16670	13086	8176	19519	7742	19820	15704	3136	19161	9907	11637	10497	13655	8813	14352	10134	8881	3017	21136	19126	12678	17026	5546	4106	10689	16957	12836	4915	17308	15896	10555	2934	12201	12040	5988	10148	5838	7620	15452	5602	14694	4028	11253	28093	26421	24119	26333	23824	6607	14612	25035	15307	19462	19488	20096	24460	21843	13418	13577	17726	17206	6697
cg00095526	29003	27658	27174	24076	26849	27706	24993	18280	24870	22253	24523	27157	23240	19345	18703	22038	21660	20248	22446	17169	18484	28040	25148	26490	26101	27257	19123	21193	26368	26636	30018	30361	29657	29625	18751	29832	18180	30104	22263	17387	12662	21991	23543	25578	22694	22444	26003	24264	28619	28080	21181	29329	20756	28559	21423	25299	24248	16726	28007	21045	27049	25083	20931	27276	23578
cg00095594	34383	28806	31138	28710	30123	29577	30919	28684	32265	24974	24180	32939	24475	18611	20139	22830	23175	20835	26883	18517	19259	33758	33766	32749	31371	33669	20836	22481	34574	27025	35926	35382	34238	38252	20727	36820	21711	36247	24533	22851	18497	25328	24397	27190	23226	22965	29116	35016	31341	33390	28910	33719	33125	35003	27507	30040	36135	29755	30492	27030	27867	27243	30021	26608	28324
cg00095608	6440	9259	9597	8896	10243	12006	10977	7703	11705	7279	8073	7575	8070	6282	7294	8145	7603	7705	8099	6274	6082	8812	9206	8478	10066	9379	6580	8063	10962	8815	9373	10795	10615	10355	7298	10798	8228	8812	7867	7289	5765	6592	5868	8442	7251	7241	9018	10691	10332	11548	6959	10842	8941	8698	9669	8239	8877	9232	9476	8231	8810	8763	6805	7059	7648
cg00095629	3884	2089	7330	3631	3496	3854	16657	5362	1238	13201	2032	4048	2055	3055	2103	5305	2704	2411	2092	1752	2713	3172	3883	2343	16413	3158	2017	4060	2781	3237	1813	1593	6602	4798	1971	5436	2605	4019	3195	1085	2382	3441	3690	3324	1187	2709	10645	11677	14304	16614	13115	3423	4403	9573	4001	4130	4336	6576	5292	16353	3204	1839	868	4236	3572
cg00095674	17972	15078	14646	13942	11637	13590	13869	7561	12552	7871	10576	12347	8915	8750	8212	9687	9422	8831	8572	7733	7420	13546	12145	13509	12497	13719	8656	10590	14298	9520	16501	17791	16602	18132	8379	17043	7749	17200	10673	7414	7950	10981	11883	12023	10770	10337	14994	12265	15164	15439	13621	14992	13827	16674	12888	14610	16405	12247	15462	12322	13146	12210	13498	12256	12731
cg00095677	6240	20073	8179	4178	19144	4496	12090	15073	4174	4281	11719	4071	1133	1684	1826	1810	1653	1449	3017	8557	2044	4949	6227	19318	10079	17502	1709	2583	6838	3149	4969	21629	6140	6334	1531	9560	1845	4706	2392	7496	2444	2569	14440	2858	1945	4654	24436	8574	8353	7796	14335	23268	7279	28179	6414	21682	9346	5521	12218	5175	3574	4032	2205	4048	18532
cg00095678	17545	20585	19039	16478	17124	15931	18472	17634	19878	13282	14781	18398	15027	13211	12269	14098	13491	13900	15051	11606	10965	20541	17889	17654	18636	20691	11365	14571	17866	15120	21518	20949	20524	22499	11787	20250	12368	20199	17601	12774	7994	14776	15200	17218	14073	14925	20900	22116	19312	19810	13607	19740	19484	15262	18463	18559	20347	16483	18508	13872	14919	14787	15171	13761	14034
cg00095688	4785	2013	3805	2033	1738	1825	6493	5252	1605	2937	1288	1485	1124	1518	1158	1977	1046	966	1517	974	967	1736	1529	1441	7730	1221	987	4117	1376	1029	973	2530	4575	1906	889	3400	1191	1359	2325	1622	2260	1533	1203	1496	960	1259	5013	9497	3326	5277	3732	4745	2055	1942	1794	1402	2511	3232	4428	1935	1338	1337	1192	1162	1538
cg00095772	1012	1498	1423	848	1440	874	2319	5870	1156	960	708	788	991	859	866	1148	1083	1021	690	654	648	971	934	837	3810	1761	723	2276	640	874	1051	1180	1751	1399	742	1869	558	1115	1844	1399	2677	820	1306	1458	612	957	1410	2481	1896	1323	1485	1193	1323	860	1380	993	1335	1220	1639	3891	500	551	685	558	521
